VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2016-12-27 14:25:31,2016-12-27 14:40:38,5,2.31,1,N,142,43,2,12.5,0,0.5,0,0,0.3,13.3
2,2016-12-22 00:13:56,2016-12-22 00:23:06,5,2.03,1,N,234,48,1,9,0.5,0.5,2.06,0,0.3,12.36
2,2016-12-09 15:23:08,2016-12-09 15:26:46,1,.74,1,N,79,107,1,4.5,0,0.5,1,0,0.3,6.3
1,2016-12-02 10:24:43,2016-12-02 10:57:56,1,9.20,1,N,162,138,1,32,0,0.5,6.55,0,0.3,39.35
2,2016-12-21 10:51:09,2016-12-21 11:01:10,1,1.46,1,N,262,237,1,8.5,0,0.5,1.86,0,0.3,11.16
2,2016-12-13 19:13:27,2016-12-13 19:18:45,6,.51,1,N,68,249,1,5,1,0.5,1.36,0,0.3,8.16
2,2016-12-02 14:00:16,2016-12-02 14:06:35,2,1.10,1,N,234,162,2,6.5,0,0.5,0,0,0.3,7.3
1,2016-12-16 10:40:32,2016-12-16 11:06:18,1,6.20,1,N,166,161,1,23.5,0,0.5,6,0,0.3,30.3
1,2016-12-17 23:25:35,2016-12-17 23:31:08,1,1.20,1,N,43,239,2,6,0.5,0.5,0,0,0.3,7.3
1,2016-12-04 01:11:01,2016-12-04 01:27:29,1,2.30,1,N,232,137,1,12,0.5,0.5,2.65,0,0.3,15.95
2,2016-12-31 21:52:44,2016-12-31 21:58:23,6,.81,1,N,229,140,2,5,0.5,0.5,0,0,0.3,6.3
2,2016-12-01 07:18:40,2016-12-01 07:21:37,1,.86,1,N,186,90,1,4.5,0,0.5,1.59,0,0.3,6.89
2,2016-12-30 00:28:43,2016-12-30 00:37:20,1,2.02,1,N,36,61,1,8.5,0.5,0.5,0,0,0.3,9.8
2,2016-12-10 18:59:39,2016-12-10 19:37:34,2,4.02,1,N,229,211,2,23.5,0,0.5,0,0,0.3,24.3
2,2016-12-19 07:45:17,2016-12-19 07:50:19,2,.48,1,N,141,140,2,5,0,0.5,0,0,0.3,5.8
1,2016-12-04 16:08:30,2016-12-04 16:12:43,1,.70,1,N,229,170,1,5,0,0.5,1.15,0,0.3,6.95
1,2016-12-29 19:28:22,2016-12-29 19:49:30,2,2.30,1,N,4,100,1,14,1,0.5,3.15,0,0.3,18.95
1,2016-12-02 19:57:06,2016-12-02 20:10:21,1,1.60,1,N,140,161,2,10,1,0.5,0,0,0.3,11.8
2,2016-12-15 14:23:09,2016-12-15 14:30:45,1,.77,1,N,230,100,2,6,0,0.5,0,0,0.3,6.8
2,2016-12-29 00:20:13,2016-12-29 00:31:33,1,3.59,1,N,170,238,1,12.5,0.5,0.5,2,0,0.3,15.8
2,2016-12-07 18:34:03,2016-12-07 18:41:22,5,.85,1,N,140,237,1,6.5,1,0.5,0,0,0.3,8.3
2,2016-12-15 18:56:09,2016-12-15 19:11:29,3,1.91,1,N,107,232,2,11.5,1,0.5,0,0,0.3,13.3
1,2016-12-15 16:33:18,2016-12-15 17:25:51,1,9.70,1,N,138,237,1,35.5,1,0.5,4.44,5.54,0.3,47.28
1,2016-12-02 14:47:05,2016-12-02 14:59:44,1,.70,1,N,90,186,1,8.5,0,0.5,1.86,0,0.3,11.16
2,2016-12-21 06:23:33,2016-12-21 07:20:02,1,16.60,2,N,132,100,1,52,0,0.5,11.67,5.54,0.3,70.01
1,2016-12-10 18:12:18,2016-12-10 18:15:47,1,.70,1,N,41,41,2,4.5,0,0.5,0,0,0.3,5.3
2,2016-12-25 00:12:12,2016-12-25 00:16:24,1,.81,1,N,163,142,2,5,0.5,0.5,0,0,0.3,6.3
2,2016-12-21 16:20:05,2016-12-21 16:25:51,1,.41,1,N,236,236,1,5.5,1,0.5,1,0,0.3,8.3
2,2016-12-31 22:59:13,2016-12-31 23:03:00,1,.81,1,N,137,107,1,5,0.5,0.5,1.58,0,0.3,7.88
2,2016-12-10 19:32:08,2016-12-10 19:57:06,1,2.71,1,N,13,68,2,17,0,0.5,0,0,0.3,17.8
2,2016-12-17 22:47:24,2016-12-17 23:10:09,1,4.48,1,N,50,144,1,18.5,0.5,0.5,3.96,0,0.3,23.76
1,2016-12-14 07:02:51,2016-12-14 07:17:38,1,2.50,1,N,143,262,1,12,0,0.5,2,0,0.3,14.8
1,2016-12-05 20:06:05,2016-12-05 20:10:01,1,.40,1,N,143,143,1,4.5,0.5,0.5,2,0,0.3,7.8
1,2016-12-06 18:26:06,2016-12-06 18:38:28,1,1.00,1,N,237,161,1,9,1,0.5,1.2,0,0.3,12
2,2016-12-03 19:17:41,2016-12-03 19:50:40,1,3.08,1,N,162,144,1,20.5,0,0.5,4.26,0,0.3,25.56
2,2016-12-29 07:36:12,2016-12-29 07:42:47,2,1.34,1,N,140,43,1,7,0,0.5,1.56,0,0.3,9.36
2,2016-12-15 22:49:50,2016-12-15 23:32:55,1,8.07,1,N,264,264,1,34,0.5,0.5,4,5.54,0.3,44.84
2,2016-12-11 22:20:59,2016-12-11 22:54:20,1,17.42,1,N,170,171,1,49,0.5,0.5,0,5.54,0.3,55.84
2,2016-12-16 09:29:15,2016-12-16 09:50:18,1,2.36,1,N,90,163,2,14,0,0.5,0,0,0.3,14.8
2,2016-12-24 10:58:37,2016-12-24 11:06:15,6,1.51,1,N,161,50,1,7,0,0.5,1.56,0,0.3,9.36
2,2016-12-23 11:40:55,2016-12-23 11:47:54,1,1.41,1,N,229,140,1,7,0,0.5,2.34,0,0.3,10.14
1,2016-12-05 01:19:42,2016-12-05 01:47:01,1,7.60,1,N,239,129,2,25.5,0.5,0.5,0,0,0.3,26.8
2,2016-12-28 03:18:12,2016-12-28 03:18:19,1,.00,5,N,68,68,1,12,0,0.5,2.56,0,0.3,15.36
2,2016-12-17 00:29:09,2016-12-17 00:37:45,2,1.69,1,N,107,158,1,7.5,0.5,0.5,1.76,0,0.3,10.56
1,2016-12-07 18:52:03,2016-12-07 19:00:38,1,1.60,1,N,151,41,1,8,1,0.5,2.45,0,0.3,12.25
1,2016-12-29 09:31:28,2016-12-29 10:05:03,2,3.90,1,N,263,186,1,23,0,0.5,4.75,0,0.3,28.55
1,2016-12-21 22:08:29,2016-12-21 22:44:01,1,6.80,1,Y,107,49,1,27,0.5,0.5,5.65,0,0.3,33.95
1,2016-12-15 21:15:46,2016-12-15 21:56:00,1,7.60,1,N,79,260,1,32,0.5,0.5,6.65,0,0.3,39.95
1,2016-12-09 09:28:05,2016-12-09 09:37:25,1,.80,1,N,233,170,1,7.5,0,0.5,1.65,0,0.3,9.95
1,2016-12-03 04:13:39,2016-12-03 04:18:46,1,1.50,1,N,158,90,1,7,0.5,0.5,1.65,0,0.3,9.95
2,2016-12-10 04:40:45,2016-12-10 04:51:23,5,2.92,1,N,79,68,1,11,0.5,0.5,1,0,0.3,13.3
2,2016-12-23 13:54:52,2016-12-23 14:03:41,1,1.33,1,N,162,164,1,8,0,0.5,1.76,0,0.3,10.56
1,2016-12-18 06:47:22,2016-12-18 06:54:52,1,1.90,1,N,113,161,1,8.5,0,0.5,1.85,0,0.3,11.15
1,2016-12-04 18:53:29,2016-12-04 18:55:54,1,.40,1,N,263,141,1,3.5,0,0.5,1.5,0,0.3,5.8
1,2016-12-22 15:08:41,2016-12-22 15:15:28,1,.70,1,N,113,249,2,6,0,0.5,0,0,0.3,6.8
1,2016-12-25 13:21:29,2016-12-25 13:25:35,1,.60,1,N,237,140,1,5,0,0.5,1.15,0,0.3,6.95
1,2016-12-23 15:02:56,2016-12-23 15:18:32,1,2.50,1,N,100,141,2,12,0,0.5,0,0,0.3,12.8
1,2016-12-30 05:17:15,2016-12-30 05:19:48,1,.70,1,N,142,48,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2016-12-18 10:56:57,2016-12-18 11:00:31,5,.58,1,N,236,236,1,4.5,0,0.5,1.06,0,0.3,6.36
1,2016-12-25 16:06:58,2016-12-25 16:14:37,1,1.50,1,N,238,263,2,7.5,0,0.5,0,0,0.3,8.3
2,2016-12-20 07:29:02,2016-12-20 08:45:54,1,18.35,2,N,132,79,1,52,0,0.5,10,5.54,0.3,68.34
2,2016-12-21 02:34:40,2016-12-21 02:54:46,5,6.87,1,N,256,48,1,22,0.5,0.5,6.99,0,0.3,30.29
2,2016-12-05 02:07:34,2016-12-05 02:14:56,1,2.19,1,N,48,234,1,8,0.5,0.5,1.86,0,0.3,11.16
2,2016-12-09 06:43:15,2016-12-09 06:45:59,1,.29,1,N,107,113,2,4,0,0.5,0,0,0.3,4.8
1,2016-12-15 15:06:27,2016-12-15 15:09:10,1,.30,1,N,161,230,1,3.5,0,0.5,1.05,0,0.3,5.35
2,2016-12-12 20:25:01,2016-12-12 20:32:37,1,1.20,1,N,141,229,1,7,0.5,0.5,2.08,0,0.3,10.38
1,2016-12-14 17:29:29,2016-12-14 17:41:03,3,.80,1,N,163,43,2,8.5,1,0.5,0,0,0.3,10.3
2,2016-12-01 04:58:35,2016-12-01 05:09:05,1,2.75,1,N,230,238,2,10.5,0.5,0.5,0,0,0.3,11.8
1,2016-12-20 12:09:22,2016-12-20 12:12:24,1,.10,1,N,234,234,3,4,0,0.5,0,0,0.3,4.8
2,2016-12-07 17:52:41,2016-12-07 17:55:10,1,.80,1,N,229,140,1,4.5,1,0.5,1.89,0,0.3,8.19
1,2016-12-21 22:02:06,2016-12-21 22:12:39,4,1.60,1,N,237,262,1,9,0.5,0.5,2,0,0.3,12.3
1,2016-12-01 10:18:22,2016-12-01 10:32:00,1,1.00,1,N,163,186,1,9.5,0,0.5,1.55,0,0.3,11.85
2,2016-12-28 16:40:33,2016-12-28 16:48:01,1,1.34,1,N,234,79,1,7,1,0.5,1.76,0,0.3,10.56
2,2016-12-09 16:38:18,2016-12-09 16:48:16,1,4.03,1,N,107,88,2,13,1,0.5,0,0,0.3,14.8
2,2016-12-27 13:58:33,2016-12-27 14:14:59,1,2.08,1,N,79,186,1,11.5,0,0.5,3.08,0,0.3,15.38
1,2016-12-02 09:05:21,2016-12-02 09:32:21,1,4.30,1,N,186,12,2,20,0,0.5,0,0,0.3,20.8
1,2016-12-15 16:17:38,2016-12-15 16:28:55,1,1.60,1,N,234,48,2,9,1,0.5,0,0,0.3,10.8
2,2016-12-13 22:44:40,2016-12-13 22:54:58,4,1.40,1,N,170,234,2,8.5,0.5,0.5,0,0,0.3,9.8
1,2016-12-18 09:52:39,2016-12-18 10:00:47,1,1.50,1,N,50,162,1,7.5,0,0.5,0,0,0.3,8.3
1,2016-12-16 08:55:48,2016-12-16 09:31:04,2,8.10,1,N,236,231,1,30,0,0.5,3.5,0,0.3,34.3
1,2016-12-06 01:26:57,2016-12-06 01:38:15,1,3.20,1,N,137,142,1,12,0.5,0.5,0,0,0.3,13.3
1,2016-12-01 12:24:49,2016-12-01 12:54:49,2,2.80,1,N,87,234,1,19,0,0.5,3.96,0,0.3,23.76
2,2016-12-20 11:44:50,2016-12-20 12:23:59,6,9.74,1,N,186,181,1,34.5,0,0.5,0,5.54,0.3,40.84
2,2016-12-07 23:28:41,2016-12-07 23:38:33,1,2.08,1,N,162,142,1,9.5,0.5,0.5,2.16,0,0.3,12.96
2,2016-12-09 22:42:47,2016-12-09 22:59:38,2,4.93,1,N,162,74,1,17.5,0.5,0.5,2,0,0.3,20.8
1,2016-12-10 18:36:20,2016-12-10 18:54:00,1,3.00,1,N,48,236,1,14,0,0.5,2,0,0.3,16.8
1,2016-12-19 04:06:17,2016-12-19 04:14:09,2,1.40,1,N,125,148,1,7.5,0.5,0.5,1.75,0,0.3,10.55
1,2016-12-15 08:53:41,2016-12-15 09:21:17,1,2.90,1,N,79,48,1,18,0,0.5,5.6,0,0.3,24.4
2,2016-12-30 13:21:02,2016-12-30 13:53:28,1,7.22,1,N,164,261,2,28.5,0,0.5,0,0,0.3,29.3
1,2016-12-05 10:16:22,2016-12-05 10:21:57,1,1.30,1,N,74,236,1,6,0,0.5,1.35,0,0.3,8.15
2,2016-12-20 09:38:10,2016-12-20 09:48:18,6,1.44,1,N,170,237,1,8.5,0,0.5,2.32,0,0.3,11.62
1,2016-12-03 20:36:50,2016-12-03 21:09:53,2,4.70,1,N,114,143,1,22.5,0,0.5,4.65,0,0.3,27.95
2,2016-12-10 21:48:39,2016-12-10 22:06:29,2,1.26,1,N,68,234,1,11.5,0.5,0.5,1,0,0.3,13.8
2,2016-12-21 12:58:11,2016-12-21 13:22:47,1,1.83,1,N,143,162,2,15.5,0,0.5,0,0,0.3,16.3
2,2016-12-09 03:42:32,2016-12-09 04:06:05,1,9.72,1,N,43,80,1,30,0.5,0.5,4,0,0.3,35.3
2,2016-12-25 17:06:51,2016-12-25 17:12:35,2,.98,1,N,79,232,2,6,0,0.5,0,0,0.3,6.8
1,2016-12-20 13:48:50,2016-12-20 14:13:32,1,9.20,1,N,162,138,1,29,0,0.5,7.05,5.54,0.3,42.39
2,2016-12-18 13:57:22,2016-12-18 14:07:09,1,.97,1,N,261,211,1,8,0,0.5,2.2,0,0.3,11
2,2016-12-13 07:49:18,2016-12-13 07:58:55,4,1.56,1,N,42,41,2,8.5,0,0.5,0,0,0.3,9.3
1,2016-12-20 18:08:47,2016-12-20 18:14:20,1,.60,1,N,262,140,2,5.5,1,0.5,0,0,0.3,7.3
2,2016-12-30 00:02:35,2016-12-30 00:06:33,5,.62,1,N,107,79,1,5,0.5,0.5,1,0,0.3,7.3
1,2016-12-11 21:47:00,2016-12-11 22:01:38,1,2.70,1,N,186,239,1,12.5,0.5,0.5,2.75,0,0.3,16.55
1,2016-12-05 10:39:19,2016-12-05 10:54:13,2,2.80,1,N,186,231,2,12,0,0.5,0,0,0.3,12.8
2,2016-12-09 08:09:16,2016-12-09 08:13:50,1,.57,1,N,114,158,1,5,0,0.5,1.16,0,0.3,6.96
2,2016-12-20 20:54:05,2016-12-20 20:58:25,2,.68,1,N,263,237,1,5,0.5,0.5,1.26,0,0.3,7.56
1,2016-12-21 19:37:50,2016-12-21 19:48:10,1,1.50,1,N,140,236,1,8.5,1,0.5,2.05,0,0.3,12.35
1,2016-12-12 22:05:36,2016-12-12 22:24:39,1,9.10,1,N,138,164,1,26.5,0.5,0.5,3,5.54,0.3,36.34
2,2016-12-13 20:40:33,2016-12-13 20:45:33,2,.80,1,N,148,144,1,5,0.5,0.5,1,0,0.3,7.3
2,2016-12-08 00:42:46,2016-12-08 00:59:21,5,8.26,1,N,230,243,1,24.5,0.5,0.5,5.16,0,0.3,30.96
1,2016-12-18 22:14:50,2016-12-18 22:30:18,3,4.80,1,N,209,170,1,17,0.5,0.5,3.65,0,0.3,21.95
2,2016-12-16 21:22:32,2016-12-16 21:53:26,3,3.70,1,N,162,231,1,19.5,0.5,0.5,2,0,0.3,22.8
1,2016-12-21 15:44:03,2016-12-21 15:54:53,1,1.10,1,N,114,231,1,8,0,0.5,1.75,0,0.3,10.55
2,2016-12-11 11:03:55,2016-12-11 11:16:26,1,1.13,1,N,107,90,1,9,0,0.5,1.96,0,0.3,11.76
2,2016-12-27 22:28:18,2016-12-27 22:35:16,2,1.06,1,N,113,125,1,6.5,0.5,0.5,1.56,0,0.3,9.36
1,2016-12-24 15:46:23,2016-12-24 15:47:42,1,.30,1,N,159,159,2,3,1,0.5,0,0,0.3,4.8
1,2016-12-18 10:25:47,2016-12-18 10:28:17,1,.60,1,N,229,163,2,4,0,0.5,0,0,0.3,4.8
2,2016-12-27 23:24:31,2016-12-27 23:30:02,1,.92,1,N,100,90,2,5.5,0.5,0.5,0,0,0.3,6.8
1,2016-12-08 06:44:34,2016-12-08 07:04:45,1,9.00,1,N,75,13,2,27,0,0.5,0,0,0.3,27.8
1,2016-12-18 20:47:42,2016-12-18 21:28:19,2,17.70,2,N,132,230,2,52,0,0.5,0,5.54,0.3,58.34
2,2016-12-17 12:55:54,2016-12-17 12:59:10,1,.65,1,N,113,114,1,4.5,0,0.5,1.06,0,0.3,6.36
2,2016-12-07 21:06:07,2016-12-07 21:11:28,1,.83,1,N,246,68,1,6,0.5,0.5,0,0,0.3,7.3
2,2016-12-08 11:35:20,2016-12-08 11:53:51,6,1.81,1,N,161,140,2,12.5,0,0.5,0,0,0.3,13.3
1,2016-12-15 22:16:07,2016-12-15 22:23:21,4,.70,1,N,161,233,1,6,0.5,0.5,1.45,0,0.3,8.75
1,2016-12-31 09:04:00,2016-12-31 09:05:02,2,.10,1,N,100,100,2,3,0,0.5,0,0,0.3,3.8
1,2016-12-04 19:21:02,2016-12-04 19:45:46,1,4.70,1,N,144,112,1,20,0,0.5,5.2,0,0.3,26
1,2016-12-12 20:21:10,2016-12-12 20:24:40,1,.70,1,N,75,74,1,5,0.5,0.5,1,0,0.3,7.3
2,2016-12-09 08:48:43,2016-12-09 09:14:36,6,3.41,1,N,237,246,1,18,0,0.5,4.7,0,0.3,23.5
1,2016-12-01 20:23:19,2016-12-01 20:33:36,1,.80,1,N,113,249,1,7.5,0.5,0.5,1.75,0,0.3,10.55
2,2016-12-08 19:48:13,2016-12-08 19:57:25,1,1.06,1,N,140,236,2,7.5,1,0.5,0,0,0.3,9.3
2,2016-12-03 14:59:51,2016-12-03 15:10:58,2,2.07,1,N,151,42,2,9.5,0,0.5,0,0,0.3,10.3
2,2016-12-12 20:58:58,2016-12-12 21:17:25,2,9.16,1,N,138,161,1,27,0.5,0.5,5,5.54,0.3,38.84
1,2016-12-03 20:47:13,2016-12-03 20:56:10,1,1.60,1,N,238,41,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2016-12-16 09:25:34,2016-12-16 09:50:10,6,5.66,1,N,87,161,1,21,0,0.5,5.45,0,0.3,27.25
2,2016-12-25 19:46:11,2016-12-25 19:55:39,1,1.93,1,N,142,238,1,8.5,0,0.5,1.5,0,0.3,10.8
2,2016-12-11 22:06:13,2016-12-11 22:29:25,1,5.12,1,N,246,262,1,19,0.5,0.5,4.06,0,0.3,24.36
1,2016-12-09 19:47:37,2016-12-09 20:02:45,1,1.50,1,N,113,170,1,11,1,0.5,1.92,0,0.3,14.72
2,2016-12-07 20:18:16,2016-12-07 20:58:08,1,14.86,2,N,132,144,1,52,0,0.5,8,0,0.3,60.8
1,2016-12-15 13:03:34,2016-12-15 13:43:46,2,8.60,1,N,166,138,2,33.5,0,0.5,0,5.54,0.3,39.84
2,2016-12-08 16:23:57,2016-12-08 16:37:10,1,2.05,1,N,138,138,1,11,1,0.5,4,0,0.3,16.8
1,2016-12-23 18:02:05,2016-12-23 18:07:07,1,.90,1,N,142,239,2,5.5,1,0.5,0,0,0.3,7.3
2,2016-12-26 10:25:09,2016-12-26 10:29:06,1,1.10,1,N,7,193,1,5.5,0,0.5,1.89,0,0.3,8.19
1,2016-12-02 22:47:44,2016-12-02 23:04:19,1,1.70,1,N,68,137,1,11.5,0.5,0.5,1,0,0.3,13.8
1,2016-12-15 17:35:01,2016-12-15 17:49:17,1,1.90,1,N,140,142,1,10.5,1,0.5,2.45,0,0.3,14.75
1,2016-12-21 12:55:01,2016-12-21 12:57:59,2,.40,1,N,229,140,2,4,0,0.5,0,0,0.3,4.8
2,2016-12-27 11:37:03,2016-12-27 11:41:51,1,1.07,1,N,48,90,2,5.5,0,0.5,0,0,0.3,6.3
2,2016-12-05 10:24:14,2016-12-05 10:42:20,1,2.86,1,N,48,68,1,13.5,0,0.5,2.86,0,0.3,17.16
2,2016-12-22 08:00:31,2016-12-22 08:21:34,5,5.74,1,N,140,231,1,20.5,0,0.5,2.7,0,0.3,24
2,2016-12-11 20:04:14,2016-12-11 20:25:27,1,2.96,1,N,162,144,1,15,0.5,0.5,3.26,0,0.3,19.56
2,2016-12-31 15:34:10,2016-12-31 15:54:42,1,4.87,1,N,261,48,2,18.5,0,0.5,0,0,0.3,19.3
1,2016-12-20 00:12:56,2016-12-20 00:35:18,1,7.70,1,N,113,166,1,24.5,0.5,0.5,5.15,0,0.3,30.95
1,2016-12-12 09:28:47,2016-12-12 09:38:14,1,.60,1,N,48,230,1,7,0,0.5,2.3,0,0.3,10.1
1,2016-12-22 09:44:39,2016-12-22 09:51:12,1,1.30,1,N,264,264,1,7,0,0.5,1.55,0,0.3,9.35
2,2016-12-13 21:47:55,2016-12-13 22:08:44,1,2.93,1,N,65,61,2,15.5,0.5,0.5,0,0,0.3,16.8
1,2016-12-15 18:25:13,2016-12-15 18:39:19,1,.90,1,N,141,237,1,9.5,1,0.5,2.25,0,0.3,13.55
2,2016-12-17 18:36:17,2016-12-17 18:42:58,1,.93,1,N,107,79,1,6,0,0.5,1.36,0,0.3,8.16
2,2016-12-25 19:27:05,2016-12-25 19:32:12,5,1.38,1,N,137,229,2,6.5,0,0.5,0,0,0.3,7.3
2,2016-12-11 22:40:57,2016-12-11 22:51:07,1,3.17,1,N,145,7,2,11.5,0.5,0.5,0,0,0.3,12.8
1,2016-12-04 19:40:43,2016-12-04 19:45:19,1,1.10,1,N,238,236,1,5.5,0,0.5,1,0,0.3,7.3
2,2016-12-06 20:52:19,2016-12-06 21:39:28,2,20.40,2,N,132,249,1,52,0,0.5,8,0,0.3,60.8
1,2016-12-27 13:12:19,2016-12-27 13:23:39,1,1.70,1,N,236,163,2,9.5,0,0.5,0,0,0.3,10.3
1,2016-12-07 10:12:48,2016-12-07 10:20:08,1,.60,1,N,186,161,2,6,0,0.5,0,0,0.3,6.8
1,2016-12-01 16:02:00,2016-12-01 16:15:46,2,1.70,1,N,13,87,1,11,0,0.5,2,0,0.3,13.8
2,2016-12-16 13:30:30,2016-12-16 13:42:53,5,1.52,1,N,162,237,1,9.5,0,0.5,0.7,0,0.3,11
2,2016-12-29 11:41:48,2016-12-29 11:49:57,1,1.21,1,N,79,113,1,7,0,0.5,1.56,0,0.3,9.36
1,2016-12-10 20:43:28,2016-12-10 20:50:21,3,.60,1,N,48,246,2,6,0.5,0.5,0,0,0.3,7.3
2,2016-12-20 07:32:45,2016-12-20 07:45:01,1,4.43,1,N,161,87,1,15.5,0,0.5,3.26,0,0.3,19.56
2,2016-12-07 18:44:28,2016-12-07 19:19:44,1,3.08,1,N,161,158,1,21,1,0.5,1,0,0.3,23.8
2,2016-12-23 17:08:09,2016-12-23 17:09:56,1,.39,1,N,237,236,2,3.5,1,0.5,0,0,0.3,5.3
1,2016-12-18 13:06:56,2016-12-18 13:10:05,1,.40,1,N,264,264,1,4,0,0.5,1.4,0,0.3,6.2
1,2016-12-07 17:52:32,2016-12-07 18:03:12,2,1.40,1,N,229,141,1,8.5,1,0.5,2,0,0.3,12.3
1,2016-12-04 19:12:05,2016-12-04 19:33:08,1,4.40,1,N,264,264,1,17,0,0.5,2,0,0.3,19.8
1,2016-12-19 05:04:29,2016-12-19 05:12:38,1,1.90,1,N,113,137,1,8.5,0.5,0.5,1.5,0,0.3,11.3
2,2016-12-12 22:53:32,2016-12-12 22:59:03,1,.73,1,N,107,164,1,5.5,0.5,0.5,1.7,0,0.3,8.5
2,2016-12-18 22:47:54,2016-12-18 22:56:21,1,2.03,1,N,75,239,1,8.5,0.5,0.5,1.96,0,0.3,11.76
2,2016-12-20 09:31:40,2016-12-20 09:40:39,1,1.01,1,N,13,231,1,7,0,0.5,1,0,0.3,8.8
1,2016-12-18 15:14:53,2016-12-18 15:28:36,1,2.90,1,N,43,42,1,12,0,0.5,0,0,0.3,12.8
2,2016-12-08 22:35:18,2016-12-08 22:44:05,5,1.13,1,N,148,224,1,7.5,0.5,0.5,2.64,0,0.3,11.44
2,2016-12-22 12:04:30,2016-12-22 12:09:18,3,.66,1,N,249,158,2,5,0,0.5,0,0,0.3,5.8
2,2016-12-13 21:48:18,2016-12-13 21:54:33,2,1.28,1,N,237,142,1,6.5,0.5,0.5,1.56,0,0.3,9.36
1,2016-12-14 15:44:16,2016-12-14 16:47:38,1,18.50,2,Y,132,186,2,52,0,0.5,0,5.54,0.3,58.34
1,2016-12-08 09:45:50,2016-12-08 09:56:44,1,1.30,1,N,164,234,2,8.5,0,0.5,0,0,0.3,9.3
2,2016-12-30 19:17:17,2016-12-30 19:28:03,1,2.46,1,N,170,263,1,10.5,1,0.5,2.46,0,0.3,14.76
2,2016-12-11 12:24:07,2016-12-11 12:26:46,2,.20,1,N,233,229,3,-3.5,0,-0.5,0,0,-0.3,-4.3
2,2016-12-03 00:32:05,2016-12-03 00:34:26,1,.46,1,N,68,68,2,4,0.5,0.5,0,0,0.3,5.3
1,2016-12-12 09:24:33,2016-12-12 09:31:41,1,1.00,1,N,162,234,1,6.5,0,0.5,1.45,0,0.3,8.75
1,2016-12-20 18:02:15,2016-12-20 18:09:53,1,2.20,1,N,231,246,1,9,1,0.5,2.15,0,0.3,12.95
1,2016-12-09 20:56:51,2016-12-09 21:04:14,1,.80,1,N,249,68,1,6.5,0.5,0.5,1.55,0,0.3,9.35
